vocabulary_id,Unnamed: 0,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on,term_lemma
PV6UEzTKa,1421,mud shark,A Caucasian woman who dates a black man.,,False,,92.0,eng,,,,False,True,False,False,False,False,False,1291,58,3,2013-04-24 16:18:22,2013-04-24 16:18:22,mud shark
D7Hk6QYRE,1422,nacho,A person of Hispanic descent.,A food of Latin American origin,False,,75.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-04-24 13:29:21,2013-04-24 13:29:21,nacho
zUybh9YDp,1423,queen,A homosexual.,Monarch,False,,78.0,eng,,,,False,False,False,False,True,False,False,0,0,0,2013-04-24 00:39:43,2013-04-24 00:39:43,queen
YJhm3kV8c,1424,raghead,"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.",,False,,99.0,eng,,,,False,True,False,False,False,False,False,5145,60,3,2013-04-23 23:44:58,2013-04-23 23:44:58,raghead
RKktUbpr4,1425,race traitor,Term used by white supremacists to denote a person of mixed race.,,True,,87.0,eng,,,,False,True,False,False,False,False,False,2746,67,3,2013-04-23 12:57:54,2013-04-23 12:57:54,race traitor
Xw2N3JWxQ,1426,nichi,A North American Indian (from the Algonquian word for 'friend').,,False,,84.0,eng,,nitchie,,False,True,False,False,False,False,False,0,0,0,2013-04-23 12:52:35,2013-04-23 12:52:35,nichi
mNKFT6BAY,1427,nig,A black person.,,False,,99.0,eng,,nigger,,False,True,False,False,False,False,False,1213,16,3,2013-04-23 04:58:58,2013-04-23 04:58:58,nig
6mq9NRfPf,1428,nig nog,A black person.,,True,,99.0,eng,,nigger,,False,True,False,False,False,False,False,4442,180,17,2013-04-23 02:30:41,2013-04-23 02:30:41,nig nog
fFr8UczxZ,1429,nigar,A black person.,,False,,99.0,eng,,nigger,,False,True,False,False,False,False,False,86,2,0,2013-04-23 00:32:23,2013-04-23 00:32:23,nigar
NwzFp2ZbW,1430,niger,A black person.,,False,,99.0,eng,,nigger,,False,True,False,False,False,False,False,67,0,0,2013-04-23 00:03:07,2013-04-23 00:03:07,niger
HCba6mtBA,1431,Punjab,A person of Indian descent.,A region in northern India,False,,57.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-04-22 22:54:48,2013-04-22 22:54:48,punjab
2aBU76kC4,1432,nidge,A North American Indian (from the Algonquian word for 'friend').,,False,,82.0,eng,,nitchie,,False,True,False,False,False,False,False,0,0,0,2013-04-22 20:39:01,2013-04-22 20:39:01,nidge
enGXBUA3V,1433,nigguh,A black person.,,True,,99.0,eng,,nigger,,False,True,False,False,False,False,False,4228,150,31,2013-04-22 09:16:39,2013-04-22 09:16:39,nigguh
ztbHCe6kx,1434,mangia cake,"A derogatory term used by Italians to disdainfully describe those of Anglo-Saxon descent (from Italian, literally 'cake eater'). One suggestion is that this term originated from the perception of Italian immigrants that Canadian bread is sweet as cake in comparison to the rustic bread eaten by Italians.",,False,,71.0,eng,,,,False,True,False,False,False,False,False,202,13,1,2013-04-22 02:16:52,2013-04-22 02:16:52,mangia cake
UkbYtD9jt,1435,niggress,A black person.,,True,,100.0,eng,,nigger,,False,True,False,False,False,False,False,2111,126,6,2013-04-22 01:00:11,2013-04-22 01:00:11,niggress
9n2hb4CAU,1436,pollo,"[1] A person of Hispanic descent, from the Spanish word for 'chicken'. [2] An illegal alien, particularly one of Hispanic descent.",,False,,98.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-04-21 14:39:30,2013-04-21 14:39:30,pollo
hG3pmg9dR,1437,muktuk,[1] An Alaskan. [2] An Inuit.,,False,,83.0,eng,,muk,,False,True,False,False,False,False,False,0,0,0,2013-04-21 07:59:52,2013-04-21 07:59:52,muktuk
9MXjzCmKw,1438,powderburn,A black person.,Residue left by the discharge of a firearm,False,,85.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-04-21 06:40:08,2013-04-21 06:40:08,powderburn
cFdkKp7HC,1439,porch monkey,A black person referring to perceived common behavior of groups hanging out on front porches or steps of urban apartment complexes in US cities.,,False,,94.0,eng,,,,False,True,False,False,False,False,False,3358,131,11,2013-04-21 00:30:02,2013-04-21 00:30:02,porch monkey
e3zJjbfYh,1440,moulinyan,"A black person, used by Italians in US. It is a corruption of melanzane, the Italian word for eggplant.",,False,,89.0,eng,,moulie,,False,True,False,False,False,False,False,133,2,0,2013-04-21 00:23:34,2013-04-21 00:23:34,moulinyan
nGdQ69REZ,1441,pointy head,A person of Asian descent.,,False,,80.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-04-20 10:25:14,2013-04-20 10:25:14,pointy head
Q4PcvvzNy,1442,Oreo,"A person who is black on the outside and white on the inside, as with an Oreo cookie.",A type of cookie,False,,86.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-04-20 08:29:37,2013-04-20 08:29:37,oreo
qHA6DcdVR,1443,Oriental,An Asian person,,False,,89.0,eng,,,,False,True,False,False,False,False,False,265,6,0,2013-04-20 06:00:59,2013-04-20 06:00:59,oriental
yx7Z39KHc,1444,Northern monkey,"Used in the south of England, relating to the supposed stupidity and lack of sophistication of those in the north of the country. In some cases this has been adopted in the north of England, with a pub in Leeds even taking the name 'The Northern Monkey'.",,False,GB,84.0,eng,,,,False,False,False,False,False,False,False,346,15,0,2013-04-19 23:48:44,2013-04-19 23:48:44,northern monkey
gp9GeB6dv,1445,nigette,A black person.,,True,,99.0,eng,,nigger,,False,True,False,False,False,False,False,287,7,0,2013-04-19 19:19:51,2013-04-19 19:19:51,nigette
6f3X8zZ64,1446,pinto,One who has both a Caucasian parent and a Native American parent.,[1] A type of bean [2] A type of car,False,,78.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-04-19 18:40:06,2013-04-19 18:40:06,pinto
3kFJEkGBd,1447,octroon,A person who is 1/8th Black. Originated by the Spanish in the 14th/15th century as they were very exact in their racial classifications to determine a person's worth in society.,,False,,81.0,eng,,,,False,True,False,False,False,False,False,11,0,0,2013-04-19 16:45:56,2013-04-19 16:45:56,octroon
2cznTXde8,1448,pancake,An Asian person.,A flat breakfast cake,False,,80.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-04-19 16:20:15,2013-04-19 16:20:15,pancake
ucaVe4ubA,1449,pancake face,An Asian person.,,False,,76.0,eng,,pancake,,False,True,False,False,False,False,False,4,0,0,2013-04-19 14:39:50,2013-04-19 14:39:50,pancake face
Zh9zzBQUJ,1450,papoose,A Native American child.,,False,,62.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-04-19 08:39:01,2013-04-19 08:39:01,papoose
9wj2Fag7e,1451,quadroon,"A person who is 1/4 Black. Coined during the Civil War, referring to how White you had to be in order to serve in the army.",,True,,81.0,eng,,,,False,True,False,False,False,False,False,2329,129,14,2013-04-19 04:01:56,2013-04-19 04:01:56,quadroon
8gwwdvhKP,1452,Pepper,"A French Canadian or Quebecois, derived from the Anglo-Canadian jibe that their stereotypically bad dental hygiene was due to drinking Pepsi or Dr Pepper for breakfast.",A plant,False,,76.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-04-19 01:11:19,2013-04-19 01:11:19,pepper
QUUyGhFu4,1453,Pepsi,"A French Canadian or Quebecois, derived from the Anglo-Canadian jibe that their stereotypically bad dental hygiene was due to drinking Pepsi or Dr Pepper for breakfast.",A carbonated beverage,False,,82.0,eng,,Pepper,,True,True,False,False,False,False,False,0,0,0,2013-04-19 01:09:50,2013-04-19 01:09:50,pepsi
Rk9wkrh9Q,1454,pikey,Derived from 'turnpike'. [1] An Irish person. [2] A gypsy. [3] An itinerant or vagrant lower-class or poor person.,,False,GB,77.0,eng,,,,True,True,False,False,False,False,False,3781,35,7,2013-04-19 00:25:38,2013-04-19 00:25:38,pikey
MVCz2Tkue,1455,spook,"A black person, originating from the 1940s.",[1] To scare [2] A spy,False,,99.0,eng,,,,False,True,False,False,False,False,False,9,0,0,2013-04-19 00:22:15,2013-04-19 00:22:15,spook
3DeuKqTAM,1456,neche,A North American Indian (from the Algonquian word for 'friend').,,False,,61.0,eng,,nitchie,,False,True,False,False,False,False,False,0,0,0,2013-04-14 01:15:00,2013-04-14 01:15:00,neche
P3u8prAdZ,1457,chug,"[1] An individual of Canadian aboriginal descent. [2] A Native American, from assumed likelihood of alcoholism.",To drink rapidly,False,,82.0,eng,,,,False,True,False,False,False,False,False,1,0,0,2013-04-13 04:00:00,2013-04-13 04:00:00,chug
x8yQm2hGF,1458,chink,"A person of Chinese descent. Considered extremely derogatory, exemplified by a US school that had to stop using the term as a sports mascot in 1980.","A crack or gouge, particularly in a wall",False,,100.0,eng,,,,True,False,False,False,False,False,False,405,9,2,2013-04-13 04:00:00,2013-04-13 04:00:00,chink
Up9gK6aZy,1459,towel head,"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.",,True,,99.0,eng,,raghead,,False,True,False,False,False,False,False,619,18,1,2013-04-12 04:00:00,2013-04-12 04:00:00,towel head
8tAWxUEDR,1460,property,A black person.,"Something which is owned, particularly land or a domicile",False,,98.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-04-09 14:08:54,2013-04-09 14:08:54,property
NTYk4D9Z4,1461,sperg,Pejorative term for one who suffers from Asperger syndrome.,,False,,57.0,eng,,,,False,False,False,False,False,True,False,2818,56,5,2013-04-09 13:18:48,2013-04-09 13:18:48,sperg
D7wtFEa9r,1462,ricepicker,Meant to denigrate East Asians,,False,,73.0,eng,,,,True,True,False,False,False,False,False,11,0,0,2013-04-09 11:52:00,2013-04-09 11:52:00,ricepicker
HAATVu9Ve,1463,dingo fucker,An Australian,,False,,85.0,eng,,,,True,False,False,False,False,False,False,81,3,0,2013-04-09 08:40:32,2013-04-09 08:40:32,dingo fucker
2PyYUfBVY,1464,ginger,Person with red hair,A color,False,,35.0,eng,,,,False,True,False,False,False,False,False,1,0,0,2013-04-08 16:03:05,2013-04-08 16:03:05,ginger
g4B7qt47z,1465,albino,A Caucasian person.,One who is born with an absence of skin and hair pigmentation,False,,15.0,eng,,,,False,True,False,False,False,False,False,1,0,0,2013-04-08 04:00:00,2013-04-08 04:00:00,albino
xmmH3xqpX,1466,retard,"A disabled person, from 'retarded'.",To lessen speed,False,,72.0,eng,,,,False,False,False,False,False,True,False,4487,18,1,2013-04-08 04:00:00,2013-04-08 04:00:00,retard
3YTyuRaz4,1467,buckethead,A person of Korean descent.,,False,,79.0,eng,,,,True,True,False,False,False,False,False,1,0,0,2013-04-08 04:00:00,2013-04-08 04:00:00,buckethead
9Qc3vmvaE,1468,faggot,A homosexual.,,True,,93.0,eng,,fag,,False,False,False,False,True,False,False,4796,92,7,2013-04-07 04:00:00,2013-04-07 04:00:00,faggot
49UKKUKWm,1469,Fairy,A Homosexual,A mythical creature,False,,90.0,eng,,,,False,False,False,False,True,False,False,0,0,0,2013-04-06 21:46:03,2013-04-06 21:46:03,fairy
nrG4HqUra,1470,ling ling,Broad derogatory term for someone of Asian appearance/descent.,,False,,91.0,eng,,,,False,True,False,False,False,False,False,91,0,0,2013-04-06 05:36:11,2013-04-06 05:36:11,ling ling
BJV7BT7vV,1471,spice nigger,A black person.,,True,,100.0,eng,,nigger,,False,True,False,False,False,False,False,9,0,0,2013-04-06 05:31:48,2013-04-06 05:31:48,spice nigger
FHk8XvzXa,1472,beaner,"People of Mexican descent or, more specifically, mestizos of Central American descent. The term originates from the use of frijoles pintos and other beans in Mexican food.",,False,,76.0,eng,,,,False,True,False,False,False,False,False,1372,49,6,2013-04-06 04:00:00,2013-04-06 04:00:00,beaner
WCwTX2hmN,1473,fag,A homosexual.,A cigarette,False,US,98.0,eng,,,,False,False,False,False,True,False,False,3761,27,4,2013-04-06 04:00:00,2013-04-06 04:00:00,fag
W7V7mg6V4,1474,japie,"Derogatory term for a Caucasian South African, possibly derived from the Dutch term 'plaasjapie' meaning a farm-boy",,False,,97.0,eng,,,,True,True,False,False,False,False,False,63,0,0,2013-04-02 22:51:24,2013-04-02 22:51:24,japie
R6Mha4Epg,1475,paki,"A person from South Asia or the Middle East, particularly a person from Pakistan.",,False,,86.0,eng,,,,True,True,False,False,False,False,False,396,2,0,2013-04-02 04:00:00,2013-04-02 04:00:00,paki
T6Hk8NDNf,1476,wetback,"A person of Latino descent, particularly a Mexican migrant laborer.",,True,,99.0,eng,,,,False,True,False,False,False,False,False,2965,111,18,2013-04-01 04:00:00,2013-04-01 04:00:00,wetback
NgQyquw3J,1477,gook,"An Asian, especially an enemy soldier of Asian descent. Its use as an ethnic slur has been traced to US Marines serving in the Philippines in the early 20th century. The earliest recorded example is dated 1920. It gained widespread notice as a result of the Korean and Vietnam wars.",,False,,99.0,eng,,,,False,True,False,False,False,False,False,651,23,4,2013-03-28 04:00:00,2013-03-28 04:00:00,gook
3yYRUKM7G,1478,guala guala,"A person who's overt about his/her Hispanic descent, particularly a Dominican",,False,,74.0,eng,,guala,,True,True,False,False,False,False,False,32,0,0,2013-03-27 12:55:26,2013-03-27 12:55:26,guala guala
kejjB2C7Q,1479,guala,"A person who's overt about his/her Hispanic descent, particularly a Dominican",,True,,86.0,eng,,,,True,True,False,False,False,False,False,2185,76,4,2013-03-27 12:53:01,2013-03-27 12:53:01,guala
caMd47pFp,1480,squarehead,"[1] A person of German, Dutch, or Scandinavian, esp. Swedish, origin. [2] A Caucasian person, especially a German. Refers to either the stereotyped shape of their heads, or to the shape of the Stalhelm M1916 steel helmet, or to its owner's stubbornness (like a block of wood).",,False,,78.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-03-25 00:30:23,2013-03-25 00:30:23,squarehead
EmFxbqTA7,1481,fruit,A homosexual.,A plant,False,,50.0,eng,,,,False,False,False,False,True,False,False,1,0,0,2013-03-18 18:16:49,2013-03-18 18:16:49,fruit
p8BK8yCqK,1482,Cushi,"[1] A person of east African descent, from Cush (modern day Ethiopia or Sudan). [2] Any black African.",,False,,52.0,eng,,Cushite,,False,True,False,False,False,False,False,124,1,0,2013-03-18 02:16:39,2013-03-18 02:16:39,cushi
92kR6gb6J,1483,Kushi,"[1] A person of east African descent, from Cush (modern day Ethiopia or Sudan). [2] Any black African.",,False,,86.0,eng,,Cushite,,False,True,False,False,False,False,False,105,17,11,2013-03-18 02:16:39,2013-03-18 02:16:39,kushi
v7brBrUhJ,1484,Kushite,"[1] A person of east African descent, from Cush (modern day Ethiopia or Sudan). [2] Any black African.",,False,,80.0,eng,,Cushite,,False,True,False,False,False,False,False,1460,17,0,2013-03-18 02:16:39,2013-03-18 02:16:39,kushite
3mnQZkgkq,1485,Cushite,"[1] A person of east African descent, from Cush (modern day Ethiopia or Sudan). [2] Any black African.",,False,,79.0,eng,,,,False,True,False,False,False,False,False,980,16,2,2013-03-18 02:16:38,2013-03-18 02:16:38,cushite
Km3nFQCVN,1486,uncircumcised baboon,A name to call the Luos ethnic group in Kenya,,False,,95.0,eng,,,,False,True,False,False,False,False,False,14,0,0,2013-03-18 01:53:04,2013-03-18 01:53:04,uncircumcised baboon
XRwfTTv9V,1487,Aunt Jane,"A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.",A person's name,False,,25.0,eng,,Aunt Jemima,,False,True,False,False,False,False,False,0,0,0,2013-03-17 14:29:45,2013-03-17 14:29:45,aunt jane
P7F4UH4p6,1488,Aunt Jemima,"A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.",A person's name,False,,42.0,eng,,,,False,True,False,False,False,False,False,1,0,0,2013-03-17 14:29:45,2013-03-17 14:29:45,aunt jemima
2G7nPkYyU,1489,Aunt Mary,"A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.",A person's name,False,,63.0,eng,,Aunt Jemima,,False,True,False,False,False,False,False,0,0,0,2013-03-17 14:29:45,2013-03-17 14:29:45,aunt mary
V4NU3jpm6,1490,Aunt Sally,"A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.",A person's name,False,,,eng,,Aunt Jemima,,False,True,False,False,False,False,False,0,0,0,2013-03-17 14:29:45,2013-03-17 14:29:45,aunt sally
r6byFWmgA,1491,mack,"[1] An Irish person or a person of Irish descent. Mick is considered more offensive in the UK and US. From the prefix 'Mc'/'Mac' meaning 'son of' that is commonly found in Irish surnames. [2] In Australia, used to denote a Roman Catholic [19th century on, from Micheal].",,False,,88.0,eng,,mick,,True,True,False,False,False,False,False,0,0,0,2013-03-16 15:08:12,2013-03-16 15:08:12,mack
